Family,Genus,Species,Infraspecific rank,Infraspecific epithet,Authorship_edit,edited
Amaryllidaceae,Clivia,nimbicola,,,"Swanev., Truter & A.E.van Wyk","Swanev., Truter & A.E.van Wyk"
Rubiaceae,Suberanthus,nipensis,,,Borhidi & M.Fernndez Zeq.,Borhidi & M.Fernndez Zeq.
Fagaceae,Quercus,nipponica,,,Koidz.,Koidz.
Rosaceae,Agrimonia,nipponopilosa,,,Murata,Murata
Orchidaceae,Paphiopedilum,nitens,,,"Z.J.Liu, O.Gruss & L.J.Chen","Z.J.Liu, O.Gruss & L.J.Chen"
Potamogetonaceae,Potamogeton,nitens,,,Weber,Weber
Rosaceae,Rosa,nitidula,,,Besser,Besser
Rosaceae,Spiraea,nivea,,,Zabel,Zabel
Poaceae,Poa,nobilis,,,Skalinska,Skalinska
Rosaceae,Rubus,nobilis,,,hort. angl. ex Regel,hort. angl. ex Regel
Orchidaceae,Epidendrum,nocteburneum,,,Hgsater & L.Snchez,Hgsater & L.Snchez
Juncaceae,Juncus,nodosiformis,,,Fernald,Fernald
Crassulaceae,Aeonium,nogalesii,,,Baares,Baares
Lamiaceae,Micromeria,nogalesii,,,G.Kunkel & P.Prez,G.Kunkel & P.Prez
Rosaceae,Rosa,noisettiana,,,Thory,Thory
Orchidaceae,Cymbidium,nomachianum,,,T.Yukawa & Nob.Tanaka,T.Yukawa & Nob.Tanaka
Caprifoliaceae,Knautia,norica,,,Ehrend.,Ehrend.
Caryophyllaceae,Sagina,normaniana,,,Lagerh.,Lagerh.
Compositae,Hieracium,norrliniiforme,,,Pohle & Zahn,Pohle & Zahn
Amaranthaceae,Atriplex,northusanum,,,Wein,Wein
Orchidaceae,Ophrys,notabilis,,,Renz & Taubenheim,Renz & Taubenheim
Cupressaceae,Neocupropsis,notabilis,,,(A.F. Mitchell) de Laub.,(A.F. Mitchell) de Laub.
Compositae,Lappa,notha,,,Ruhmer,Ruhmer
Leguminosae,Amorpha,notha,,,E.J. Palmer,E.J. Palmer
Rosaceae,Crataegus,notha,,,Sarg.,Sarg.
Rosaceae,Spiraea,notha,,,Zabel ex Dieck,Zabel ex Dieck
Pinaceae,Picea,notha,,,Rehder,Rehder
Compositae,Arctium,nothum,,,(Ruhmer) J.Weiss,(Ruhmer) J.Weiss
Poaceae,Elymus,nothus,,,(Melderis) G.Singh,(Melderis) G.Singh
Compositae,Centaurea,nouelii,,,Franch. ex H.J.Coste,Franch. ex H.J.Coste
Orchidaceae,Ophrys,nouletii,,,E.G.Camus,E.G.Camus
Vitaceae,Vitis,novae-angliae,,,Fernald (pro sp.),Fernald (pro sp.)
Lamiaceae,Thymus,novocastellanus,,,"Mateo, M.B.Crespo & Pisco","Mateo, M.B.Crespo & Pisco"
Poaceae,Agrostis,novograblenovii,,,Prob.,Prob.
Cistaceae,Cistus,novus,,,Rouy,Rouy
Cyperaceae,Carex,nubens,,,Lepage,Lepage
Rosaceae,Spiraea,nudiflora,,,Zabel,Zabel
Orchidaceae,Cymbidium,nujiangense,,,"X.P.Zhou, S.P.Lei & Z.J.Liu","X.P.Zhou, S.P.Lei & Z.J.Liu"
Pandanaceae,Pandanus,nullumiae,,,R.Tucker,R.Tucker
Compositae,Centaurea,numantina,,,A.Segura,A.Segura
Lamiaceae,Thymus,nuriensis,,,Sennen & Pau,Sennen & Pau
Juglandaceae,Carya,nussbaumeri,,,Sarg.,Sarg.
Amaryllidaceae,Narcissus,nutans,,,Haw.,Haw.
Gesneriaceae,Cyrtandra,nutans,,,H.St.John,H.St.John
Ranunculaceae,Delphinium,nutans,,,A. Nelson,A. Nelson
Orchidaceae,Disa,nuwebergensis,,,H.P.Linder,H.P.Linder
Euphorbiaceae,Euphorbia,nyaradyana,,,Prodn,Prodn
Compositae,Carduus,nyaradyanus,,,Degen ex Nyr.,Degen ex Nyr.
Cyperaceae,Carex,oberrodensis,,,B.Walln.,B.Walln.
Orchidaceae,Cymbidium,oblancifolium,,,Z.J.Liu & S.C.Chen,Z.J.Liu & S.C.Chen
Leguminosae,Lespedeza,oblongifolia,,,(Britton) W. Stone,(Britton) W. Stone
Lamiaceae,Thymus,oblongifolius,,,Opiz,Opiz
Cyperaceae,Schoenoplectus,oblongus,,,(T.Koyama) Sojk,(T.Koyama) Sojk
Campanulaceae,Phyteuma,obornyanum,,,Hayek,Hayek
Juncaceae,Juncus,obotritorum,,,Rothm.,Rothm.
Droseraceae,Drosera,obovata,,,Mert. & W.D.J.Koch,Mert. & W.D.J.Koch
Rubiaceae,Rondeletia,obscura,,,Borhidi & M.Fernndez Zeq.,Borhidi & M.Fernndez Zeq.
Cistaceae,Cistus,obtusifolius,,,Sweet,Sweet
Poaceae,Elymus,obtusiusculus,,,(Lange) Melderis & D.C.McClint.,(Lange) Melderis & D.C.McClint.
Orchidaceae,Cattleya,occhioniana,,,(Brade) Van den Berg,(Brade) Van den Berg
Crassulaceae,Aeonium,occidentale,,,Baares,Baares
Arecaceae,Copernicia,occidentalis,,,Len,Len
Cactaceae,Opuntia,occidentalis,,,Engelm. & J. M. Bigelow (pro sp.),Engelm. & J. M. Bigelow (pro sp.)
Compositae,Anthemis,ochroleuca,,,L.F.?elak.,L.F.?elak.
Lentibulariaceae,Utricularia,ochroleuca,,,R.W.Hartm.,R.W.Hartm.
Aizoaceae,Argyroderma,octophyllum,,,(Haw.) Schwantes,(Haw.) Schwantes
Amaranthaceae,Atriplex,odontoptera,,,Rydb.,Rydb.
Rosaceae,Rosa,odorata,,,(hort. ex Andrews) Sweet,(hort. ex Andrews) Sweet
Amaryllidaceae,Narcissus,odorus,,,L.,L.
Cyperaceae,Carex,oenensis,,,A.Neumann ex B.Walln.,A.Neumann ex B.Walln.
Poaceae,Festuca,oenensis,,,Vetter,Vetter
Ranunculaceae,Aconitum,oenipontanum,,,Gyer,Gyer
Saxifragaceae,Saxifraga,oettingenii,,,Galushko & G. Kudrjaschova,Galushko & G. Kudrjaschova
Cyperaceae,Carex,ohmuelleriana,,,O.Lang,O.Lang
Lamiaceae,Isodon,ohwii,,,Okuyama,Okuyama
Amaryllidaceae,Narcissus,oiarbidei,,,Fern.Casas & Uribe-Ech.,Fern.Casas & Uribe-Ech.
Compositae,Cirsium,okamotoi,,,Kitam.,Kitam.
Rosaceae,Potentilla,okensis,,,Petunn.,Petunn.
Zingiberaceae,Alpinia,okinawaensis,,,Tawada,Tawada
Rubiaceae,Damnacanthus,okinawensis,,,Hatus.,Hatus.
Poaceae,Tridens,oklahomensis,,,(Feath.) Feath.,(Feath.) Feath.
Orchidaceae,Platanthera,okubo-hachijoensis,,,K.Inoue,K.Inoue
Orchidaceae,Ophrys,olbiensis,,,E.G.Camus,E.G.Camus
Orchidaceae,Anacamptis,olida,,,"(Brb.) H.Kretzschmar, Eccarius & H.Dietr.","(Brb.) H.Kretzschmar, Eccarius & H.Dietr."
Typhaceae,Sparganium,oligocarpon,,,ngstr.,ngstr.
Potamogetonaceae,Potamogeton,olivaceus,,,Baage ex G.Fisch.,Baage ex G.Fisch.
Poaceae,Elymus,oliveri,,,(Druce) Melderis & D.C.McClint.,(Druce) Melderis & D.C.McClint.
Cyperaceae,Carex,olneyi,,,Boott,Boott
Nymphaeaceae,Nymphaea,omarana,,,Bisset,Bisset
Crassulaceae,Aeonium,ombriosum,,,Bramwell & G.D.Rowley,Bramwell & G.D.Rowley
Berberidaceae,Epimedium,omeiense,,,Stearn,Stearn
Orchidaceae,Ophrys,onckelinxiae,,,P.Delforge,P.Delforge
Cyperaceae,Carex,oneillii,,,Lepage,Lepage
Myrtaceae,Corymbia,opacula,,,L.A.S.Johnson,L.A.S.Johnson
Gesneriaceae,Cyrtandra,opaeulae,,,H.St.John & Storey,H.St.John & Storey
Saxifragaceae,Saxifraga,opdalensis,,,Blytt,Blytt
Orchidaceae,Platanthera,ophryotipuloides,,,K.Inoue,K.Inoue
Crassulaceae,Aeonium,orbelindense,,,Baares,Baares
Liliaceae,Streptopus,oreopolus,,,Fernald,Fernald
Fagaceae,Quercus,organensis,,,Trel.,Trel.
Potamogetonaceae,Potamogeton,orientalis,,,Hagstr.,Hagstr.
Lamiaceae,Satureja,orjenii,,,ili?,ili?
Gesneriaceae,Sinningia,ornata,,,(Van Houtte) H.E. Moore,(Van Houtte) H.E. Moore
Orchidaceae,Caladenia,ornata,,,Hopper & A.P.Br.,Hopper & A.P.Br.
Orchidaceae,Dactylorhiza,ornonensis,,,(G.Keller & Jeanj.) So,(G.Keller & Jeanj.) So
Juncaceae,Juncus,oronensis,,,Fernald,Fernald
Gesneriaceae,Kohleria,ortgiesii,,,(hort. ex Planch.) H.E. Moore,(hort. ex Planch.) H.E. Moore
Compositae,Carduus,orthocephalus,,,Wallr.,Wallr.
Rosaceae,Prunus,orthosepala,,,Koehne,Koehne
Orchidaceae,Platanthera,osceola,,,P.M.Br. & S.L.Stewart,P.M.Br. & S.L.Stewart
Orchidaceae,Tolumnia,osmentii,,,(Moir) Braem,(Moir) Braem
Cyperaceae,Schoenoplectus,osoreyamensis,,,(M.Kikuchi) Hayas.,(M.Kikuchi) Hayas.
Poaceae,Festuca,osswaldii,,,Wein,Wein
Rhamnaceae,Ceanothus,otayensis,,,McMinn,McMinn
Orchidaceae,Serapias,oulmesiaca,,,H.Baumann & Knkele,H.Baumann & Knkele
Onagraceae,Circaea,ovata,,,(Honda) Boufford,(Honda) Boufford
Cupressaceae,Neocupropsis,ovensii,,,(A.F. Mitchell) de Laub.,(A.F. Mitchell) de Laub.
Fagaceae,Quercus,oviedoensis,,,Sarg.,Sarg.
Myrtaceae,Eucalyptus,oviformis,,,Maiden & Blakely,Maiden & Blakely
Tropaeolaceae,Tropaeolum,oxalianthum,,,C.Morren,C.Morren
Rosaceae,Spiraea,oxyodon,,,Zabel,Zabel
Rosaceae,Rosa,oxyodontoides,,,Galushko,Galushko
Myrtaceae,Eucalyptus,oxypoma,,,Blakely,Blakely
Amaranthaceae,Amaranthus,ozanonii,,,Piszter,Piszter
Orchidaceae,Ophrys,ozantina,,,Gennaio,Gennaio
Lamiaceae,Origanum,pabotii,,,Mouterde,Mouterde
Lamiaceae,Phlomis,pabotii,,,Rech.f.,Rech.f.
Orchidaceae,Isabelia,pabstii,,,(Leinig) C.Van den Berg & M.W.Chase,(Leinig) C.Van den Berg & M.W.Chase
Compositae,Espeletia,pachoana,,,Cuatrec.,Cuatrec.
Poaceae,Festuca,pachyphylla,,,"Degen ex Nyr. ex Csrs, Gergely & Pop","Degen ex Nyr. ex Csrs, Gergely & Pop"
Rosaceae,Spiraea,pachystachys,,,K.Koch,K.Koch
Ericaceae,Arctostaphylos,pacifica,,,Roof,Roof
Cyperaceae,Carex,paczoskii,,,Zapal.,Zapal.
Amaryllidaceae,Narcissus,paivae,,,(A.Fern.) Fern.Casas,(A.Fern.) Fern.Casas
Orchidaceae,Diuris,palachila,,,R.S.Rogers,R.S.Rogers
Fagaceae,Quercus,palaeolithicola,,,Trel.,Trel.
Orchidaceae,Orchis,palanchonii,,,G.Foelsche & W.Foelsche,G.Foelsche & W.Foelsche
Cupressaceae,Juniperus,palanciana,,,J.M.Aparicio & Uribe-Ech.,J.M.Aparicio & Uribe-Ech.
Onagraceae,Epilobium,palatinum,,,F.W.Schultz,F.W.Schultz
Orchidaceae,Pescatoria,pallens,,,(Rchb.f.) P.A.Harding,(Rchb.f.) P.A.Harding
Poaceae,Sphenopholis,pallens,,,(Biehler) Scribn.,(Biehler) Scribn.
Rosaceae,Spiraea,pallidiflora,,,Zabel,Zabel
Gentianaceae,Gentiana,pallidocyanea,,,J.S.Pringle,J.S.Pringle
Phyllanthaceae,Phyllanthus,pallidus,,,C.Wright ex Griseb.,C.Wright ex Griseb.
Rosaceae,Prunus,palmeri,,,Sarg.,Sarg.
Fagaceae,Quercus,palmeriana,,,A.Camus,A.Camus
Orchidaceae,Disa,paludicola,,,J.L.Stewart & J.C.Manning,J.L.Stewart & J.C.Manning
Cyperaceae,Carex,paludivagans,,,W.H.Drury,W.H.Drury
Proteaceae,Adenanthos,pamelus,,,E.Nelson,E.Nelson
Liliaceae,Gagea,pampaninii,,,A.Terracc.,A.Terracc.
Gentianaceae,Gentianella,pamplinii,,,(Druce) E.F.Warb.,(Druce) E.F.Warb.
Orchidaceae,Lycaste,panchita,,,Tinschert ex Oakeley,Tinschert ex Oakeley
Lamiaceae,Marrubium,paniculatum,,,Desr.,Desr.
Lamiaceae,Glechoma,pannonica,,,Borbs,Borbs
Orchidaceae,Ophrys,paphosiana,,,H.Baumann & Knkele,H.Baumann & Knkele
Cyperaceae,Carex,paponii,,,Muret ex T.Durand & Pittier,Muret ex T.Durand & Pittier
Aspleniaceae,Asplenium,papyraceum,,,(Jermy & T.G. Walker) N. Murak. & R.C. Moran,(Jermy & T.G. Walker) N. Murak. & R.C. Moran
Rosaceae,Rubus,paracaulis,,,L.H. Bailey,L.H. Bailey
Campanulaceae,Clermontia,paradisia,,,E.Wimm.,E.Wimm.
Musaceae,Musa,paradisiaca,,,L.,L.
Euphorbiaceae,Euphorbia,paradoxa,,,(Schur) Simonk.,(Schur) Simonk.
Lamiaceae,Sideritis,paradoxa,,,Font Quer,Font Quer
Poaceae,Calamagrostis,paradoxa,,,Lipsky,Lipsky
Lamiaceae,Thymus,paradoxus,,,Rouy,Rouy
Compositae,Hieracium,paragogum,,,Ngeli & Peter,Ngeli & Peter
Poaceae,Agrostis,paramushirensis,,,Prob.,Prob.
Anemiaceae,Anemia,paraphyllitidis,,,Mickel,Mickel
Lamiaceae,Stachys,paraplesia,,,Rech.f.,Rech.f.
Orchidaceae,Dactylorhiza,paridaeniana,,,Kreutz,Kreutz
Fagaceae,Quercus,parkeri,,,A.Camus,A.Camus
Salicaceae,Populus,parryi,,,Sarg.,Sarg.
Orchidaceae,Spathoglottis,parsonsii,,,Ames & Quisumb.,Ames & Quisumb.
Ericaceae,Arctostaphylos,parvifolia,,,Howell,Howell
Orchidaceae,Anacamptis,parvifolia,,,"(Chaub.) H.Kretzschmar, Eccarius & H.Dietr.","(Chaub.) H.Kretzschmar, Eccarius & H.Dietr."
Araliaceae,Raukaua,parvus,,,(Kirk) Heenan,(Kirk) Heenan
Fagaceae,Quercus,pastorensis,,,C.H.Mull.,C.H.Mull.
Lamiaceae,Thymus,pastoris,,,Socorro & Arrebola,Socorro & Arrebola
Scrophulariaceae,Verbascum,patris,,,Bordz.,Bordz.
Orchidaceae,Cattleya,patrocinii,,,St.-Lg.,St.-Lg.
Cyperaceae,Carex,patuensis,,,Lepage,Lepage
Cistaceae,Halimium,pauanum,,,Font Quer,Font Quer
Fagaceae,Quercus,paui,,,C.Vicioso,C.Vicioso
Lamiaceae,Sideritis,paui,,,Font Quer,Font Quer
Cyperaceae,Carex,paulii,,,Asch. & Graebn.,Asch. & Graebn.
Rosaceae,Rosa,paulii,,,Rehder,Rehder
Iridaceae,Crocus,paulineae,,,Pasche & Kerndorff,Pasche & Kerndorff
Cistaceae,Cistus,pauranthus,,,Demoly,Demoly
Poaceae,Hordeum,pavisii,,,Praub.,Praub.
Poaceae,Poa,pawlowskii,,,V.Jirsek,V.Jirsek
Ranunculaceae,Aconitum,pawlowskii,,,Mitka & Starm.,Mitka & Starm.
Brassicaceae,Cardamine,paxiana,,,O.E.Schulz,O.E.Schulz
Rosaceae,Sorbus,paxiana,,,Jv.,Jv.
Euphorbiaceae,Mercurialis,paxii,,,Graebn.,Graebn.
Rosaceae,Rubus,paxii,,,Focke,Focke
Myrtaceae,Eucalyptus,peacockeana,,,Maiden,Maiden
Salicaceae,Salix,peasei,,,Fernald,Fernald
Betulaceae,Alnus,peculiaris,,,Hiyama,Hiyama
Primulaceae,Androsace,pedemontana,,,Rchb.,Rchb.
Poaceae,Glyceria,pedicellata,,,F.Towns.,F.Towns.
Myrtaceae,Corymbia,pedimontana,,,L.A.S.Johnson,L.A.S.Johnson
Salicaceae,Salix,pedionoma,,,Kimura,Kimura
Salicaceae,Salix,pedunculata,,,Fernald,Fernald
Euphorbiaceae,Euphorbia,peisonis,,,Rech.f.,Rech.f.
Plantaginaceae,Digitalis,pelia,,,Zerbst & Bocquet,Zerbst & Bocquet
Compositae,Echinops,pellenzianus,,,Hgin & W.Lohmeyer,Hgin & W.Lohmeyer
Rosaceae,Crataegus,peloponnesiaca,,,Byatt,Byatt
Salicaceae,Salix,peloritana,,,Prestandr. ex Tineo,Prestandr. ex Tineo
Orchidaceae,Ophrys,peltieri,,,Maire,Maire
Salicaceae,Salix,pendulina,,,Wender.,Wender.
Verbenaceae,Duranta,penlandii,,,Moldenke,Moldenke
Myrtaceae,Eucalyptus,penrithensis,,,Maiden,Maiden
Caricaceae,Carica,pentagona,,,Heilborn,Heilborn
Salicaceae,Salix,pentandroides,,,Rouy,Rouy
Lardizabalaceae,Akebia,pentaphylla,,,(Makino) Makino,(Makino) Makino
Rosaceae,Rosa,penzanceana,,,Rehder,Rehder
Orchidaceae,Orchis,penzigiana,,,A.Camus,A.Camus
Amaryllidaceae,Narcissus,perangustus,,,Fern.Casas,Fern.Casas
Orchidaceae,Catasetum,perazolianum,,,K.G.Lacerda & V.P.Castro,K.G.Lacerda & V.P.Castro
Onagraceae,Epilobium,percollinum,,,Simonk.,Simonk.
Brassicaceae,Draba,perdubia,,,O.E.Schulz,O.E.Schulz
Ranunculaceae,Ranunculus,peredae,,,M.Lanz,M.Lanz
Rosaceae,Crataegus,peregrina,,,Sarg.,Sarg.
Orchidaceae,Paphiopedilum,pereirae,,,(Ridl.) P.Taylor,(Ridl.) P.Taylor
Orchidaceae,Dactylorhiza,perez-chiscanoi,,,F.M.Vzquez,F.M.Vzquez
Crassulaceae,Aeonium,perezii,,,Baares,Baares
Amaryllidaceae,Narcissus,perezlarae,,,Font Quer,Font Quer
Lamiaceae,Micromeria,perez-pazii,,,G.Kunkel,G.Kunkel
Orchidaceae,Pseudolaelia,perimii,,,M.Frey,M.Frey
Poaceae,Poa,perinconspicua,,,H.Scholz,H.Scholz
Verbenaceae,Citharexylum,perkinsii,,,Moldenke,Moldenke
Orchidaceae,Orchis,permixta,,,So,So
Rosaceae,Crataegus,permixta,,,E.J. Palmer,E.J. Palmer
Violaceae,Viola,permixta,,,Jord.,Jord.
Verbenaceae,Verbena,perriana,,,Moldenke,Moldenke
Cyperaceae,Carex,persalina,,,Lepage,Lepage
Onagraceae,Epilobium,persicinum,,,Rchb.,Rchb.
Orchidaceae,Ophrys,personei,,,Cortesi,Cortesi
Orchidaceae,Ophrys,perspicua,,,Renz & Taubenheim,Renz & Taubenheim
Verbenaceae,Verbena,perturbata,,,Moldenke,Moldenke
Orchidaceae,Chiloglottis,pescottiana,,,R.S.Rogers,R.S.Rogers
Orchidaceae,Paphiopedilum,petchleungianum,,,O.Gruss,O.Gruss
Brassicaceae,Bornmuellera,petri,,,"Greuter., Charpin & Dittrich","Greuter., Charpin & Dittrich"
Lamiaceae,Sideritis,petriludovici,,,Obn & D.Rivera,Obn & D.Rivera
Compositae,Centaurea,petri-montserratii,,,A.Segura,A.Segura
Myrtaceae,Eucalyptus,petrophila,,,Blakely,Blakely
Euphorbiaceae,Euphorbia,petterssonii,,,Svent.,Svent.
Orchidaceae,Orchis,petterssonii,,,G.Keller ex Pett.,G.Keller ex Pett.
Erythroxylaceae,Erythroxylum,peyritschii,,,O.E.Schulz,O.E.Schulz
Juncaceae,Luzula,pfaffii,,,Murr,Murr
Cupressaceae,Juniperus,pfitzeriana,,,(Spth) P.A.Schmidt,(Spth) P.A.Schmidt
Xanthorrhoeaceae,Aloe,philippei,,,J.-B.Castillon,J.-B.Castillon
Potamogetonaceae,Potamogeton,philippinensis,,,A.Benn.,A.Benn.
Cistaceae,Cistus,philothei,,,Sennen & Mauricio,Sennen & Mauricio
Myrtaceae,Eremaea,phoenicea,,,Hnatiuk,Hnatiuk
Orchidaceae,Eulophia,pholelana,,,H.Kurze & O.Kurze,H.Kurze & O.Kurze
Saxifragaceae,Astilbe,photeinophylla,,,Koidz.,Koidz.
Cyperaceae,Carex,physocarpoides,,,Lepage,Lepage
Arecaceae,Attalea,piassabossu,,,Bondar,Bondar
Compositae,Crassocephalum,picridifolium,,,(DC.) S.Moore,(DC.) S.Moore
Orchidaceae,Cattleya,picturata,,,Rchb.f.,Rchb.f.
Orchidaceae,Ophrys,pietzschii,,,Kmpel,Kmpel
Caryophyllaceae,Arenaria,piifontii,,,M.B.Crespo & Mateo,M.B.Crespo & Mateo
Rosaceae,Spiraea,pikoviensis,,,Besser,Besser
Brassicaceae,Draba,pilgeri,,,O.E.Schulz,O.E.Schulz
Lamiaceae,Clinopodium,pillichianum,,,(J.Wagner) Govaerts,(J.Wagner) Govaerts
Rosaceae,Crataegus,pilosa,,,Sarg.,Sarg.
Compositae,Hieracium,piloselliflorum,,,Ngeli & Peter,Ngeli & Peter
Poaceae,Agropyron,pilosiglume,,,Tzvelev,Tzvelev
Cyperaceae,Carex,pilosiuscula,,,Gobi,Gobi
Salicaceae,Salix,pilosiuscula,,,(C.K. Schneid.) B. Boivin,(C.K. Schneid.) B. Boivin
Compositae,Eupatorium,pinnatifidum,,,Elliott,Elliott
Polypodiaceae,Polypodium,pinnatisectum,,,(Brade) L.D. Gmez,(Brade) L.D. Gmez
Betulaceae,Betula,piperi,,,C.L. Hitchc.,C.L. Hitchc.
Lamiaceae,Mentha,piperita,,,L.,L.
Compositae,Sonchus,piquetii,,,Druce,Druce
Compositae,Senecio,pirottae,,,Chiov.,Chiov.
Orchidaceae,Ophrys,piscinica,,,P.Delforge & C.Delforge,P.Delforge & C.Delforge
Orchidaceae,Cattleya,pittiana,,,O'Brien ex Cogn.,O'Brien ex Cogn.
Heliconiaceae,Heliconia,plagiotropa,,,Abalo & G.Morales,Abalo & G.Morales
Compositae,Liatris,platylepis,,,(Schumann) Small,(Schumann) Small
Cistaceae,Cistus,platysepalus,,,Sweet,Sweet
Compositae,Ambrosia,platyspina,,,(Seaman) Strother & B.G.Baldwin,(Seaman) Strother & B.G.Baldwin
Aspleniaceae,Asplenium,plenum,,,E.P. St. John ex Small (pro sp.),E.P. St. John ex Small (pro sp.)
Orchidaceae,Orchis,plessidiaca,,,Renz,Renz
Poaceae,Alopecurus,plettkei,,,Mattf.,Mattf.
Cyperaceae,Carex,ploegii,,,Jac.Koopman,Jac.Koopman
Cyperaceae,Carex,ploettneriana,,,Beyer,Beyer
Orchidaceae,Ophrys,plorae,,,C.Alibertis & A.Alibertis,C.Alibertis & A.Alibertis
Amaryllidaceae,Narcissus,poculiformis,,,Salisb.,Salisb.
Brassicaceae,Rorippa,podolica,,,Zapal.,Zapal.
Lamiaceae,Salvia,podolica,,,Blocki,Blocki
Fagaceae,Quercus,podophylla,,,Trel.,Trel.
Amaranthaceae,Chenopodium,podperae,,,F.Dvo?k,F.Dvo?k
Orchidaceae,Catasetum,pohlianum,,,P.Castro & Campacci,P.Castro & Campacci
Orchidaceae,Ophrys,poisneliae,,,Menos,Menos
Compositae,Hieracium,poliodermum,,,Dahlst.,Dahlst.
Saxifragaceae,Saxifraga,polita,,,(Haw.) Link,(Haw.) Link
Rosaceae,Rosa,polliniana,,,Spreng.,Spreng.
Pinaceae,Larix,polonica,,,Racib.,Racib.
Rubiaceae,Galium,polonicum,,,Blocki,Blocki
Rosaceae,Crataegus,polyacantha,,,Jan,Jan
Primulaceae,Primula,polyantha,,,Mill.,Mill.
Lamiaceae,Galeopsis,polychroma,,,Beck,Beck
Compositae,Hieracium,polymastix,,,Peter,Peter
Orchidaceae,Diuris,polymorpha,,,Messmer,Messmer
Compositae,Eupatorium,polyneuron,,,(F.J. Herm.) Wunderlin,(F.J. Herm.) Wunderlin
Cyperaceae,Eriophorum,polystachiovaginatum,,,Beauverd,Beauverd
Rutaceae,Citrus,polytrifolia,,,Govaerts,Govaerts
Rubiaceae,Galium,pomeranicum,,,Retz.,Retz.
Fagaceae,Quercus,pongtungensis,,,Uyeki,Uyeki
Poaceae,Calamagrostis,ponojensis,,,Montell,Montell
Amaryllidaceae,Narcissus,ponsii-sorollae,,,Fern.Casas,Fern.Casas
Orchidaceae,Dactylorhiza,pontica,,,(Kohlmller) P.Delforge,(Kohlmller) P.Delforge
Compositae,Celmisia,popelwellii,,,Petrie,Petrie
Euphorbiaceae,Euphorbia,popovii,,,Rotschild,Rotschild
Poaceae,Poa,poppelwellii,,,Petrie,Petrie
Violaceae,Viola,populifolia,,,Greene,Greene
Poaceae,Festuca,porcutica,,,Zapal.,Zapal.
Rosaceae,Sanguisorba,poroshirensis,,,S.Watan.,S.Watan.
Orchidaceae,Cattleya,porphyritis,,,(Rchb.f.) Van den Berg,(Rchb.f.) Van den Berg
Rubiaceae,Asperula,portae,,,Peruzzi,Peruzzi
Orobanchaceae,Castilleja,porterae,,,Cockerell,Cockerell
Lamiaceae,Teucrium,portusmagni,,,Snchez Gmez & al.,Snchez Gmez & al.
Orchidaceae,Ophrys,potentissima,,,S.Hertel & Presser,S.Hertel & Presser
Dryopteridaceae,Polystichum,potteri,,,Barrington,Barrington
Cistaceae,Cistus,pourretii,,,Rouy & Foucaud,Rouy & Foucaud
Orchidaceae,Paphiopedilum,powellii,,,Christenson,Christenson
Orchidaceae,Paphiopedilum,pradhanii,,,Pradhan,Pradhan
Amaranthaceae,Chenopodium,praeacutum,,,Murr,Murr
Crassulaceae,Aeonium,praegeri,,,G.Kunkel,G.Kunkel
Crassulaceae,Aichryson,praegeri,,,G.Kunkel,G.Kunkel
Ericaceae,Erica,praegeri,,,Ostenf.,Ostenf.
Rosaceae,Rosa,praegeri,,,Wolley-Dod,Wolley-Dod
Lamiaceae,Phlomis,praetervisa,,,Rech.f.,Rech.f.
Cyperaceae,Carex,prahliana,,,Junge,Junge
Poaceae,Calamagrostis,prahliana,,,Torges,Torges
Rubiaceae,Galium,pralognense,,,Beauverd,Beauverd
Compositae,Centaurea,pratensis,,,Thuill.,Thuill.
Polygonaceae,Rumex,pratensis,,,Mert. & W.D.J.Koch,Mert. & W.D.J.Koch
Amaryllidaceae,Narcissus,pravianoi,,,Fern.Casas,Fern.Casas
Lamiaceae,Micromeria,preauxii,,,Webb & Berthel.,Webb & Berthel.
Orchidaceae,Dendrobium,primulardii,,,Horridge,Horridge
Orchidaceae,Aerangis,primulina,,,(Rolfe) H.Perrier,(Rolfe) H.Perrier
Onagraceae,Epilobium,prionophylloides,,,Hand.-Mazz.,Hand.-Mazz.
Orchidaceae,Dactylorhiza,prochazkana,,,Businsk,Businsk
Euphorbiaceae,Euphorbia,procopianii,,,Savul. & Rayss,Savul. & Rayss
Magnoliaceae,Magnolia,proctoriana,,,Rehder,Rehder
Rosaceae,Sorbus,proctoriana,,,T.C.G.Rich,T.C.G.Rich
Compositae,Lipochaeta,procumbens,,,O.Deg. & Sherff,O.Deg. & Sherff
Primulaceae,Lysimachia,producta,,,(A. Gray) Fernald,(A. Gray) Fernald
Rubiaceae,Galium,prolazense,,,Nyr.,Nyr.
Crassulaceae,Aeonium,proliferum,,,Baares,Baares
Cyperaceae,Carex,prolixa,,,Fr.,Fr.
Escalloniaceae,Escallonia,promaucana,,,Phil.,Phil.
Orchidaceae,Serapias,provincialis,,,H.Baumann & Knkele,H.Baumann & Knkele
Typhaceae,Typha,provincialis,,,A.Camus,A.Camus
Compositae,Sonchus,prudhommei,,,Bouchard,Bouchard
Rosaceae,Aronia,prunifolia,,,(Marshall) Rehder,(Marshall) Rehder
Rosaceae,Malus,prunifolia,,,(Willd.) Borkh.,(Willd.) Borkh.
Potamogetonaceae,Potamogeton,prussicus,,,Hagstr.,Hagstr.
Compositae,Hieracium,pseudeffusum,,,Peter,Peter
Fagaceae,Quercus,pseudinfectoria,,,A.Camus,A.Camus
